No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Banjar Agung;1808030;Banjar Agung;18.05.08
2;Banjar Margo;1808031;Banjar Margo;18.05.20
3;Banjar Baru;1808032;Banjar Baru;18.05.29
4;Gedung Aji;1808040;Gedung Aji;18.05.06
5;Penawar Aji;1808041;Penawar Aji;18.05.23
6;Meraksa Aji;1808042;Meraksa Aji;18.05.26
7;Menggala;1808050;Menggala;18.05.02
8;Penawar Tama;1808051;Penawar Tama;18.05.13
9;Rawajitu Selatan;1808052;Rawa Jitu Selatan;18.05.12
10;Gedung Meneng;1808053;Gedung Meneng;18.05.11
11;Rawajitu Timur;1808054;Rawa Jitu Timur;18.05.18
12;Rawa Pitu;1808055;Rawa Pitu;18.05.22
13;Gedung Aji Baru;1808056;Gedung Aji Baru;18.05.27
14;Dente Teladas;1808057;Dente Teladas;18.05.25
15;Menggala Timur;1808058;Menggala Timur;18.05.30
