No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Samalanga;1110010;Samalanga;11.11.01
2;Simpang Mamplam;1110011;Simpang Mamplam;11.11.11
3;Pandrah;1110020;Pandrah;11.11.08
4;Jeunieb;1110030;Jeunieb;11.11.02
5;Peulimbang;1110031;Peulimbang;11.11.12
6;Peudada;1110040;Peudada;11.11.03
7;Juli;1110050;Juli;11.11.09
8;Jeumpa;1110060;Jeumpa;11.11.04
9;Kota Juang;1110061;Kota Juang;11.11.13
10;Kuala;1110062;Kuala;11.11.14
11;Jangka;1110070;Jangka;11.11.10
12;Peusangan;1110080;Peusangan;11.11.05
13;Peusangan Selatan;1110081;Peusangan Selatan;11.11.16
14;Peusangan Siblah Krueng;1110082;Peusangan Siblah Krueng;11.11.15
15;Makmur;1110090;Makmur;11.11.06
16;Ganda Pura;1110100;Gandapura;11.11.07
17;Kuta Blang;1110101;Kuta Blang;11.11.17
