No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Way Haru;1813110001;Way Haru;18.13.11.2007
2;Siring Gading;1813110002;Siring Gading;18.13.11.2011
3;Way Tias;1813110003;Way Tias;18.13.11.2012
4;Bandar Dalam;1813110004;Bandar Dalam;18.13.11.2006
5;Sumber Rejo;1813110005;Sumberejo;18.13.11.2010
6;Suka Negeri;1813110006;Suka Negeri;18.13.11.2009
7;Kota Jawa;1813110007;Kota Jawa;18.13.11.2004
8;Pagar Bukit Induk;1813110008;Pagar Bukit Induk;18.13.11.2014
9;Penyandingan;1813110009;Penyandingan;18.13.11.2005
10;Pemerihan;1813110010;Pemerihan;18.13.11.2008
11;Tanjung Kemala;1813110011;Tanjung Kemala;18.13.11.2002
12;Suka Marga;1813110012;Suka Marga;18.13.11.2003
13;Tanjung Rejo;1813110013;Tanjung Rejo;18.13.11.2013
14;Pagar Bukit;1813110014;Pagar Bukit;18.13.11.2001
