No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Mon Geudong;1174030001;Mon Geudong;11.73.02.2006
2;Keude Aceh;1174030002;Keude Aceh;11.73.02.2007
3;Pusong Lama;1174030003;Pusong Lhokseumawe;11.73.02.2008
4;Pusong Baru;1174030004;Pusong Baru;11.73.02.2013
5;Lhokseumawe;1174030005;Kota Lhokseumawe;11.73.02.2005
6;Simpang Empat;1174030006;Simpang Empat;11.73.02.2003
7;Lancang Garam;1174030007;Lancang Garam;11.73.02.2016
8;Kampung Jawa Baru;1174030008;Jawa Baru;11.73.02.2017
9;Tumpok Teungoh;1174030009;Tumpok Teungoh;11.73.02.2002
10;Kuta Blang;1174030010;Kuta Blang;11.73.02.2001
11;Uteun Bayi;1174030011;Uteun Bayi;11.73.02.2010
12;Banda Masen;1174030012;Banda Masen;11.73.02.2015
13;Ujong Blang;1174030013;Ujong Blang;11.73.02.2011
14;Ulee Jalan;1174030014;Ulee Jalan;11.73.02.2014
15;Hagu Barat Laut;1174030015;Hagu Barat Laut;11.73.02.2018
16;Hagu Teungoh;1174030016;Hagu Teungoh;11.73.02.2009
17;Hagu Selatan;1174030017;Hagu Selatan;11.73.02.2012
18;Kampung Jawa Lama;1174030018;Kampung Jawa Lhokseumawe;11.73.02.2004
