No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Agandugume;9433010;Agandugume;91.25.07
2;Lambewi;9433011;Lambewi;91.25.21
3;Oneri;9433012;Oneri;91.25.22
4;Gome;9433020;Gome;91.25.08
5;Amungkalpia;9433021;Amungkalpia;91.25.23
6;Gome Utara;9433022;Gome Utara;91.25.24
7;Erelmakawia;9433023;Erelmakawia;91.25.25
8;Ilaga;9433030;Ilaga;91.25.01
9;Ilaga Utara;9433031;Ilaga Utara;91.25.18
10;Mabugi;9433032;Mabugi;91.25.19
11;Omukia;9433033;Omukia;91.25.20
12;Sinak;9433040;Sinak;91.25.06
13;Sinak Barat;9433041;Sinak Barat;91.25.15
14;Yugumuak;9433043;Yugumuak;91.25.17
15;Pogoma;9433050;Pogoma;91.25.05
16;Kembru;9433051;Kembru;91.25.13
17;Bina;9433052;Bina;91.25.14
18;Wangbe;9433060;Wangbe;91.25.02
19;Ogamanin;9433061;Ogamanim;91.25.12
20;Beoga;9433070;Beoga;91.25.03
21;Beoga Barat;9433071;Beoga Barat;91.25.10
22;Beoga Timur;9433072;Beoga Timur;91.25.11
23;Douvo;9433080;Doufo;91.25.04
24;Dervos;9433081;Dervos;91.25.09
