No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Meureudu;1118010;Meureudu;11.18.01
2;Meurah Dua;1118020;Meurah Dua;11.18.05
3;Bandar Dua;1118030;Bandar Dua;11.18.04
4;Jangka Buya;1118040;Jangka Buaya;11.18.03
5;Ulim;1118050;Ulim;11.18.02
6;Trienggadeng;1118060;Trienggadeng;11.18.08
7;Panteraja;1118070;Panteraja;11.18.07
8;Bandar Baru;1118080;Bandar Baru;11.18.06
