No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Donomulyo;3507010;Donomulyo;35.07.01
2;Kalipare;3507020;Kalipare;35.07.11
3;Pagak;3507030;Pagak;35.07.02
4;Bantur;3507040;Bantur;35.07.03
5;Gedangan;3507050;Gedangan;35.07.29
6;Sumbermanjing;3507060;Sumbermanjing Wetan;35.07.04
7;Dampit;3507070;Dampit;35.07.05
8;Tirto Yudo;3507080;Tirtoyudo;35.07.30
9;Ampelgading;3507090;Ampelgading;35.07.06
10;Poncokusumo;3507100;Poncokusumo;35.07.07
11;Wajak;3507110;Wajak;35.07.08
12;Turen;3507120;Turen;35.07.09
13;Bululawang;3507130;Bululawang;35.07.14
14;Gondanglegi;3507140;Gondanglegi;35.07.10
15;Pagelaran;3507150;Pagelaran;35.07.33
16;Kepanjen;3507160;Kepanjen;35.07.13
17;Sumber Pucung;3507170;Sumberpucung;35.07.12
18;Kromengan;3507180;Kromengan;35.07.31
19;Ngajum;3507190;Ngajum;35.07.20
20;Wonosari;3507200;Wonosari;35.07.32
21;Wagir;3507210;Wagir;35.07.21
22;Pakisaji;3507220;Pakisaji;35.07.19
23;Tajinan;3507230;Tajinan;35.07.15
24;Tumpang;3507240;Tumpang;35.07.16
25;Pakis;3507250;Pakis;35.07.18
26;Jabung;3507260;Jabung;35.07.17
27;Lawang;3507270;Lawang;35.07.25
28;Singosari;3507280;Singosari;35.07.24
29;Karangploso;3507290;Karang Ploso;35.07.23
30;Dau;3507300;Dau;35.07.22
31;Pujon;3507310;Pujon;35.07.26
32;Ngantang;3507320;Ngantang;35.07.27
33;Kasembon;3507330;Kasembon;35.07.28
