No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Serawai;6107060;Serawai;61.05.14
2;Ambalau;6107070;Ambalau;61.05.15
3;Kayan Hulu;6107080;Kayan Hulu;61.05.09
4;Sepauk;6107110;Sepauk;61.05.03
5;Tempunak;6107120;Tempunak;61.05.02
6;Sungai Tebelian;6107130;Sungai Tebelian;61.05.20
7;Sintang;6107140;Sintang;61.05.01
8;Dedai;6107150;Dedai;61.05.07
9;Kayan Hilir;6107160;Kayan Hilir;61.05.08
10;Kelam Permai;6107170;Kelam Permai;61.05.19
11;Binjai Hulu;6107180;Binjai Hulu;61.05.21
12;Ketungau Hilir;6107190;Ketungau Hilir;61.05.04
13;Ketungau Tengah;6107200;Ketungau Tengah;61.05.05
14;Ketungau Hulu;6107210;Ketungau Hulu;61.05.06
