No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Bermi;3318130001;Bermi;33.18.13.2001
2;Kedungbulus;3318130002;Kedungbulus;33.18.13.2002
3;Semirejo;3318130003;Semirejo;33.18.13.2003
4;Wonosekar;3318130004;Wonosekar;33.18.13.2004
5;Gembong;3318130005;Gembong;33.18.13.2005
6;Plukaran;3318130006;Plukaran;33.18.13.2006
7;Bageng;3318130007;Bageng;33.18.13.2007
8;Pohgading;3318130008;Pohgading;33.18.13.2008
9;Klakah Kasian;3318130009;Klakahkasihan;33.18.13.2009
10;Ketanggan;3318130010;Ketanggan;33.18.13.2010
11;Sitiluhur;3318130011;Sitiluhur;33.18.13.2011
