No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Wara Selatan;7373010;Wara Selatan;73.73.03
2;Sendana;7373011;Sendana;73.73.07
3;Wara;7373020;Wara;73.73.01
4;Wara Timur;7373021;Wara Timur;73.73.05
5;Mungkajang;7373022;Mungkajang;73.73.08
6;Wara Utara;7373030;Wara Utara;73.73.02
7;Bara;7373031;Bara;73.73.09
8;Telluwanua;7373040;Telluwanua;73.73.04
9;Wara Barat;7373041;Wara Barat;73.73.06
