No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Lembang Parandangan;7326200001;Parandangan;73.26.13.2008
2;Lembang Buntu Minanga;7326200002;Buntu Minanga;73.26.13.2001
3;Lembang Sarambu;7326200003;Limbong Malting;73.26.04.2001
4;Kelurahan Sapan;7326200004;Salu Sopai;73.26.08.2003
5;Lembang Ratte Uma;7326200005;Limbong Malting;73.26.04.2001
6;Lembang Pulu-pulu;7326200006;Sa'dan Ulusalu;73.26.06.2001
7;Lembang Pengkaroan Manuk;7326200007;Pangkoroan Manuk;73.26.13.2011
8;Lembang Batu Busa;7326200008;Ampang Batu;73.26.04.2007
9;'Lembang Roroan Barra''-barra''';7326200009;Roroan Bara-bara;73.26.13.2009
10;Lembang Pangkung Batu;7326200010;Pangkung Batu;73.26.13.2010
11;Lembang Ponglu;7326200011;---;---
12;Lembang Paonganan;7326200012;Tombang Langda;73.26.08.2004
13;Lembang Talimbangan;7326200013;Talimbangan;73.26.13.2005
