No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Kuta Panjang;1113010;Kutapanjang;11.13.02
2;Blang Jerango;1113011;Blangjerango;11.13.09
3;Blangkejeren;1113020;Blangkejeren;11.13.01
4;Putri Betung;1113021;Puteri Betung;11.13.07
5;Dabun Gelang;1113022;Dabun Gelang;11.13.08
6;Blang Pegayon;1113023;Blangpegayon;11.13.06
7;Pining;1113030;Pining;11.13.05
8;Rikit Gaib;1113040;Rikit Gaib;11.13.03
9;Pantan Cuaca;1113041;Pantan Cuaca;11.13.11
10;Terangun;1113050;Terangun;11.13.04
11;Tripe Jaya;1113051;Teripe Jaya;11.13.10
