No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Didohu;9112010;Didohu;92.12.05
2;Sururey;9112020;Sururey;92.12.04
3;Anggi Gida;9112030;Anggi Gida;92.12.02
4;Membey;9112040;Membey;92.12.03
5;Anggi;9112050;Anggi;92.12.01
6;Taige;9112060;Taige;92.12.06
7;Hingk;9112070;Hingk;92.12.10
8;Menyambouw;9112080;Minyambaouw;92.12.09
9;Catubouw;9112090;Catubouw;92.12.07
10;Testega;9112100;Testega;92.12.08
