No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sidikalang;1210030;Sidikalang;12.11.01
2;Berampu;1210031;Berampu;12.11.13
3;Sitinjo;1210032;Sitinjo;12.11.15
4;Parbuluan;1210040;Parbuluan;12.11.10
5;Sumbul;1210050;Sumbul;12.11.02
6;Silahisabungan;1210051;Silahisabungan;12.11.14
7;Silima Pungga-pungga;1210060;Silima Pungga Pungga;12.11.05
8;Lae Parira;1210061;Lae Parira;12.11.11
9;Siempat Nempu;1210070;Siempat Nempu;12.11.04
10;Siempat Nempu Hulu;1210080;Siempat Nempu Hulu;12.11.07
11;Siempat Nempu Hilir;1210090;Siempat Nempu Hilir;12.11.08
12;Tiga Lingga;1210100;Tigalingga;12.11.03
13;Gunung Sitember;1210101;Gunung Sitember;12.11.12
14;Pegagan Hilir;1210110;Pegagan Hilir;12.11.09
15;Tanah Pinem;1210120;Tanah Pinem;12.11.06
