No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Haunatas I;1206040001;Haunatas I;12.12.02.2012
2;Sintong Marnipi;1206040002;Sintong Marnipi;12.12.02.2003
3;Sidulang;1206040003;Sidulang;12.12.02.2006
4;Haunatas Ii;1206040004;Haunatas Ii;12.12.02.2008
5;Sibarani Nasampulu;1206040005;---;---
6;Sitangkola;1206040006;Sitangkola;12.12.02.2010
7;Sibuea;1206040007;Sibuea;12.12.02.2002
8;Simatibung;1206040008;Simatibung;12.12.02.2014
9;Pardomuan Nauli;1206040009;Pardomuan Nauli;12.12.02.2009
10;Ujung Tanduk;1206040010;Ujung Tanduk;12.12.02.2007
11;Pintu Bosi;1206040011;Pintu Bosi;12.12.02.2013
12;Gasa Ribu;1206040012;Gasaribu;12.12.02.2017
13;Pasar Lagu Boti;1206040013;Pasar Laguboti;12.12.02.1001
14;Aruan;1206040014;Aruan;12.12.02.2005
15;Lumban Bagasan;1206040015;Lumban Bagasan;12.12.02.2020
16;Tinggir Nipasir;1206040016;Tinggir Nipasir;12.12.02.2011
17;Ompu Raja Hutapea;1206040017;Ompu Raja Hutapea;12.12.02.2016
18;Sitoluama;1206040018;Sitoluama;12.12.02.2019
19;Pardinggaran;1206040019;Pardinggaran;12.12.02.2018
20;Lumban Binanga;1206040020;Lumban Binanga;12.12.02.2015
21;Siraja Gorat;1206040021;Siraja Gorat;12.12.02.2021
22;Ompu Raja Hutapea Timur;1206040022;Ompu Raja Hutapea Timur;12.12.02.2022
23;Ompu Raja Hatulian;1206040023;Ompu Raja Hatulian;12.12.02.2023
