No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kabiding;9417020005;Kabiding;91.12.01.2001
2;Mabilabol;9417020025;Mabilabol;91.12.01.2021
3;Okmakot;9417020026;Akmakot;91.12.01.2020
4;Polsam;9417020032;Polsam;91.12.01.2019
5;Banumdol;9417020035;Bunamdol;91.12.01.2022
6;Molbib Silibib;9417020036;Molbib Silibib;91.12.01.2023
7;Aldom;9417020037;Aldom;91.12.01.2017
8;Kotdol;9417020038;Kutdol;91.12.01.2018
