No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kamanga;7102110004;Kamanga;71.02.07.2005
2;Tember;7102110005;Tember;71.02.07.2004
3;Liba;7102110006;Liba;71.02.07.2010
4;Sendangan Ii;7102110007;---;---
5;Talikuran;7102110008;Talikuran;71.02.07.2007
6;Tempok;7102110010;Tempok;71.02.07.2009
7;Tolok;7102110011;Tolok;71.02.07.2011
8;Kamanga Satu;7102110013;Kamanga Dua;71.02.07.2012
9;Tempok Selatan;7102110018;Tempok Selatan;71.02.07.2016
10;Tolok Satu;7102110019;Tolok Satu;71.02.07.2017
