No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Telajung;3216071001;Telajung;32.16.08.2010
2;Cikedokan;3216071002;Cikedokan;32.16.08.2011
3;Jatiwangi;3216071003;Jatiwangi;32.16.08.2003
4;Mekarwangi;3216071004;Mekarwangi;32.16.08.2002
5;Gandamekar;3216071005;Gandamekar;32.16.08.2005
6;Danauindah;3216071006;Danau Indah;32.16.08.2004
7;Gandasari;3216071007;Gandasari;32.16.08.2006
8;Sukadanau;3216071008;Sukadanau;32.16.08.2007
9;Telaga Asih;3216071009;Telaga Asih;32.16.08.1008
10;Telagamurni;3216071010;Telagamurni;32.16.08.2001
11;Kalijaya;3216071011;Kalijaya;32.16.08.2009
