No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Jatisawit;3210151001;Jatisawit;32.10.24.2001
2;Leuwikidang;3210151002;Leuwikidang;32.10.24.2002
3;Girimukti;3210151003;Girimukti;32.10.24.2007
4;Jatimulya;3210151004;Jatimulya;32.10.24.2008
5;Wanajaya;3210151005;Wanajaya;32.10.24.2009
6;Ranjiwetan;3210151006;Ranji Wetan;32.10.24.2004
7;Ranjikulon;3210151007;Ranji Kulon;32.10.24.2003
8;Gunungsari;3210151008;Gunungsari;32.10.24.2005
9;Kasokandel;3210151009;Kasokandel;32.10.24.2006
10;Gandasari;3210151010;Gandasari;32.10.24.2010
