No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sangkup;6504040001;Sangkub;65.03.04.2022
2;Pa Loo;6504040002;Pa'loo;65.03.04.2021
3;Libang;6504040003;Libang;65.03.04.2013
4;Kalampising;6504040004;Kalampising;65.03.04.2026
5;Sedongon;6504040005;Sedongon;65.03.04.2014
6;Mansalong;6504040006;Mansalong;65.03.04.2028
7;Deralon;6504040007;Deralon;65.03.04.2001
8;Siawang;6504040008;Siawang;65.03.04.2007
9;Semalat;6504040009;Semalat;65.03.04.2012
10;Dubulon;6504040010;Dabulon;65.03.04.2003
11;Pa Lemumut;6504040011;Pa'lemumut;65.03.04.2027
12;Saludan;6504040012;Saludan;65.03.04.2011
13;Sumalumung;6504040013;Sumalumung;65.03.04.2016
14;Tanjung Hilir;6504040014;Tanjung Hilir;65.03.04.2015
15;Tanjung Hulu;6504040015;Tanjung Hulu;65.03.04.2019
16;Bulan Bulan;6504040016;Bulan-bulan;65.03.04.2025
17;Liang;6504040017;Liang;65.03.04.2002
18;Sapuyan;6504040018;Sapuyan;65.03.04.2008
19;Nainsid;6504040019;Nainsid;65.03.04.2009
20;Likos;6504040020;Likos;65.03.04.2024
21;Tubus;6504040021;Tubus;65.03.04.2023
22;Sasibu;6504040022;Sasibu;65.03.04.2010
23;Taluan;6504040023;Taluan;65.03.04.2004
24;Pulu Bulawan;6504040024;Pulu Bulawan;65.03.04.2018
25;Lintong;6504040025;Lintong;65.03.04.2017
26;Patal I;6504040026;Patal I;65.03.04.2006
27;Patal Ii;6504040027;Patal Ii;65.03.04.2020
28;Podong;6504040028;Podong;65.03.04.2005
