No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Padang Lebar;1701060013;Padang Lebar;17.01.03.2004
2;Anggut;1701060014;Anggut;17.01.03.2002
3;Gedung Agung;1701060015;Gedung Agung;17.01.03.2005
4;Tanjung Eran;1701060016;Tanjung Eran;17.01.03.2003
5;Tanjung Aur I;1701060017;Tanjung Aur I;17.01.03.2001
6;Puding;1701060018;Puding;17.01.03.2022
7;Air Umban;1701060019;Air Umban;17.01.03.2019
8;Masat;1701060020;Masat;17.01.03.1018
9;Ulak Lebar;1701060024;Ulak Lebar;17.01.03.2016
10;Sebilo;1701060025;Sebilo;17.01.03.2020
11;Ganjuh;1701060026;Ganjuh;17.01.03.2021
12;Kota Bumi;1701060027;Kota Bumi;17.01.03.2017
13;Batu Bandung;1701060028;Batu Bandung;17.01.03.2015
14;Beringin Datar;1701060029;Beringin Datar;17.01.03.2025
15;Padang Mumpo;1701060030;Padang Mumpo;17.01.03.2024
16;Padang Tambak;1701060031;Padang Tambak;17.01.03.2023
