No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Talang Ubi;1612010;Talang Ubi;16.12.01
2;Tanah Abang;1612020;Tanah Abang;16.12.05
3;Abab;1612030;Abab;16.12.04
4;Penukal;1612040;Penukal;16.12.03
5;Penukal Utara;1612050;Penukal Utara;16.12.02
