No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Banjit;1807010;Banjit;18.08.03
2;Baradatu;1807020;Baradatu;18.08.04
3;Gunung Labuhan;1807021;Gunung Labuhan;18.08.10
4;Kasui;1807030;Kasui;18.08.02
5;Rebang Tangkas;1807031;Rebang Tangkas;18.08.09
6;Blambangan Umpu;1807040;Blambangan Umpu;18.08.01
7;Way Tuba;1807041;Way Tuba;18.08.08
8;Negeri Agung;1807042;Negeri Agung;18.08.07
9;Bahuga;1807050;Bahuga;18.08.05
10;Buay Bahuga;1807051;Buay Bahuga;18.08.13
11;Bumi Agung;1807052;Bumi Agung;18.08.14
12;Pakuan Ratu;1807060;Pakuan Ratu;18.08.06
13;Negara Batin;1807061;Negara Batin;18.08.11
14;Negeri Besar;1807062;Negeri Besar;18.08.12
