No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Wanggudu;7410050008;Wanggudu;74.09.01.1005
2;Tangguluri;7410050009;Tangguluri;74.09.01.2008
3;Wunduhaka;7410050010;Wunduhaka;74.09.01.2020
4;Wanggudu Raya;7410050011;Wanggudu Raya;74.09.01.2006
5;Walalindu;7410050012;Walalindu;74.09.01.2007
6;Tapuwatu;7410050013;Tapuwatu;74.09.01.2024
7;Walasolo;7410050014;Walasolo;74.09.01.2017
8;A S E R A;7410050015;Asera;74.09.01.1009
9;Amorome;7410050016;Amorome;74.09.01.2010
10;Asemi Nunulai;7410050017;Aseminunulai;74.09.01.2027
11;Wawolimbue;7410050018;Wawolimbue;74.09.01.2016
12;Longeo Utama;7410050049;Longeo Utama;74.09.01.2032
13;Puunggomosi;7410050050;Puunggomosi;74.09.01.2030
14;Puuwanggudu;7410050051;Puuwanggudu;74.09.01.2031
15;Kota Mulia;7410050052;Kota Mulya;74.09.01.2033
16;Amorome Utama;7410050053;Amorome Utama;74.09.01.2034
17;Oheo Trans;7410050054;Oheo Trans;74.09.01.2037
18;Ala Wanggudu;7410050055;Alaa Wanggudu;74.09.01.2036
19;Andedao;7410050056;Andedao;74.09.01.2035
