No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Lanji;3324160001;Lanji;33.24.14.2004
2;Donosari;3324160002;Donosari;33.24.14.2003
3;Margosari;3324160003;Margosari;33.24.14.2002
4;Bulugede;3324160004;Bulugede;33.24.14.2001
5;Tambakrejo;3324160005;Tambakrejo;33.24.14.2005
6;Kebonharjo;3324160006;Kebonharjo;33.24.14.2006
7;Purwosari;3324160007;Purwosari;33.24.14.2009
8;Jambearum;3324160008;Jambearum;33.24.14.2008
9;Purwokerto;3324160009;Purwokerto;33.24.14.2007
10;Sukolilan;3324160010;Sukolilan;33.24.14.2010
11;Bangunrejo;3324160011;Bangunrejo;33.24.14.2011
12;Kumpulrejo;3324160012;Kumpulrejo;33.24.14.2012
13;Magersari;3324160013;Magersari;33.24.14.2013
14;Wonosari;3324160014;Wonosari;33.24.14.2014
15;Kartikajaya;3324160015;Kartikajaya;33.24.14.2018
16;Bangunsari;3324160016;Bangunsari;33.24.14.2017
17;Pidodo Wetan;3324160017;Pidodowetan;33.24.14.2015
18;Pidodo Kulon;3324160018;Pidodokulon;33.24.14.2016
