No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Batu;3579010;Batu;35.79.01
2;Junrejo;3579020;Junrejo;35.79.03
3;Bumiaji;3579030;Bumiaji;35.79.02
