No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Teluk Betung Barat;1871010;Telukbetung Barat;18.71.08
2;Telukbetung Timur;1871011;Telukbetung Timur;18.71.19
3;Teluk Betung Selatan;1871020;Telukbetung Selatan;18.71.07
4;Bumi Waras;1871021;Bumi Waras;18.71.20
5;Panjang;1871030;Panjang;18.71.04
6;Tanjung Karang Timur;1871040;Tanjungkarang Timur;18.71.05
7;Kedamaian;1871041;Kedamaian;18.71.18
8;Teluk Betung Utara;1871050;Telukbetung Utara;18.71.09
9;Tanjung Karang Pusat;1871060;Tanjungkarang Pusat;18.71.06
10;Enggal;1871061;Enggal;18.71.17
11;Tanjung Karang Barat;1871070;Tanjungkarang Barat;18.71.03
12;Kemiling;1871071;Kemiling;18.71.13
13;Langkapura;1871072;Langkapura;18.71.16
14;Kedaton;1871080;Kedaton;18.71.01
15;Rajabasa;1871081;Rajabasa;18.71.10
16;Tanjung Senang;1871082;Tanjung Senang;18.71.11
17;Labuhan Ratu;1871083;Labuhan Ratu;18.71.14
18;Sukarame;1871090;Sukarame;18.71.02
19;Sukabumi;1871091;Sukabumi;18.71.12
20;Way Halim;1871092;Way Halim;18.71.15
