No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Gunung Raya;1501010;Gunung Raya;15.01.01
2;Bukit Kerman;1501011;Bukitkerman;15.01.20
3;Bukit Kerman;1501011;Bukitkerman;15.01.20
4;Batang Merangin;1501020;Batang Merangin;15.01.07
5;Keliling Danau;1501030;Keliling Danau;15.01.08
6;Danau Kerinci;1501040;Danau Kerinci;15.01.02
7;Sitinjau Laut;1501050;Sitinjau Laut;15.01.04
8;Air Hangat;1501070;Air Hangat;15.01.05
9;Air Hangat Timur;1501071;Air Hangat Timur;15.01.11
10;Depati Vii;1501072;Depati Tujuh;15.01.17
11;Air Hangat Barat;1501073;Air Hangat Barat;15.01.21
12;Gunung Kerinci;1501080;Gunung Kerinci;15.01.06
13;Siulak;1501081;Siulak;15.01.16
14;Siulak Mukai;1501082;Siulak Mukai;15.01.18
15;Kayu Aro;1501090;Kayu Aro;15.01.09
16;Gunung Tujuh;1501091;Gunung Tujuh;15.01.15
17;Kayu Aro Barat;1501092;Kayu Aro Barat;15.01.19
