No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Alue;1111150001;Alue;11.08.13.2001
2;Keude Matang Panyang;1111150002;Keude Matang Payang;11.08.13.2005
3;Blang;1111150003;Blang;11.08.13.2003
4;Pande;1111150004;Gampong Pande;11.08.13.2006
5;Paloh;1111150005;Paloh;11.08.13.2004
6;Prie;1111150006;Prie;11.08.13.2010
7;Me Merbo;1111150007;Me Merbo;11.08.13.2015
8;Ulee Tanoh;1111150008;Ulee Tanoh;11.08.13.2016
9;Matang Ranub Laseh;1111150009;Matang Ranup Laseh;11.08.13.2007
10;Keutapang;1111150015;Keutapang;11.08.13.2011
11;Kumbang;1111150016;Kumbang;11.08.13.2009
12;Me Matang Panyang;1111150017;Mee Matang Panyang;11.08.13.2002
13;Cangguek;1111150018;Cangguek;11.08.13.2008
14;Keude Jrat Manyang;1111150019;Keude Jrat Manyang;11.08.13.2012
15;Teupin Gapeuh;1111150020;Teupin Gapeuh;11.08.13.2013
16;Cibrek;1111150021;Cibrek;11.08.13.2014
17;Matang Janeng;1111150024;Matang Janeng;11.08.13.2017
18;Kuala Keureutoe Barat;1111150029;Kuala Keureutou Barat;11.08.13.2018
