No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Mendoyo Dauh Tukad;5101030001;Mendoyo Dauh Tukad;51.01.02.2001
2;Mendoyo Dangin Tukad;5101030002;Mendoyo Dangin Tukad;51.01.02.2003
3;Pohsanten;5101030003;Pohsanten;51.01.02.2002
4;Pergung;5101030004;Pergung;51.01.02.2004
5;Delod Berawah;5101030005;Delodberawah;51.01.02.2005
6;Tegal Cangkring;5101030006;Tegalcangkring;51.01.02.1006
7;Penyaringan;5101030007;Penyaringan;51.01.02.2007
8;Yeh Embang Kauh;5101030008;Yehembang Kauh;51.01.02.2010
9;Yeh Embang;5101030009;Yehembang;51.01.02.2008
10;Yeh Embang Kangin;5101030010;Yehembang Kangin;51.01.02.2011
11;Yeh Sumbul;5101030011;Yeh Sumbul;51.01.02.2009
