No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sreseh;3527010;Sreseh;35.27.01
2;Torjun;3527020;Torjun;35.27.02
3;Pangarengan;3527021;Pangarengan;35.27.13
4;Sampang;3527030;Sampang;35.27.03
5;Camplong;3527040;Camplong;35.27.04
6;Omben;3527050;Omben;35.27.05
7;Kedungdung;3527060;Kedungdung;35.27.06
8;Jrengik;3527070;Jrengik;35.27.07
9;Tambelangan;3527080;Tambelangan;35.27.08
10;Banyuates;3527090;Banyuates;35.27.09
11;Robatal;3527100;Robatal;35.27.10
12;Karang Penang;3527101;Karangpenang;35.27.14
13;Ketapang;3527110;Ketapang;35.27.12
14;Sokobanah;3527120;Sokobanah;35.27.11
