No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Hoba Wawi;5301022001;Hoba Wawi;53.12.11.2004
2;Rua;5301022002;Rua;53.12.11.2010
3;Pahola;5301022003;Pahola;53.12.11.2006
4;Wai Hura;5301022004;Waihura;53.12.11.2005
5;Bali Loku;5301022005;Bali Loku;53.12.11.2007
6;Hupu Mada;5301022006;Hupu Mada;53.12.11.2002
7;Katiku Loku;5301022007;Katiku Loku;53.12.11.2001
8;Tara Manu;5301022008;Tara Manu;53.12.11.2008
9;Prai Bakul;5301022009;Praibakul;53.12.11.2003
10;Mamodu;5301022010;Mamodu;53.12.11.2009
11;Rewa Rara;5301022011;Rewa Rara;53.12.11.2011
12;Ana Wolu;5301022012;Ana Wolu;53.12.11.2013
13;Wei Mangoma;5301022013;Wei Mangoma;53.12.11.2012
14;Pari Rara;5301022014;Pari Rara;53.12.11.2014
