No;Nama Kabupaten / Kota;Kode Kabupaten / Kota;Nama Kabupaten / Kota;Kode Kabupaten / Kota
1;Jembrana;5101;Kab. Jembrana;51.01
2;Tabanan;5102;Kab. Tabanan;51.02
3;Badung;5103;Kab. Badung;51.03
4;Gianyar;5104;Kab. Gianyar;51.04
5;Klungkung;5105;Kab. Klungkung;51.05
6;Bangli;5106;Kab. Bangli;51.06
7;Karang Asem;5107;Kab. Karangasem;51.07
8;Buleleng;5108;Kab. Buleleng;51.08
9;Denpasar;5171;Kota Denpasar;51.71
