No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Siambul;1402022001;Siambul;14.02.08.2001
2;Rantau Langsat;1402022002;Rantai Langsat;14.02.08.2002
3;Sungai Akar;1402022003;Sungai Akar;14.02.08.2003
4;Usul;1402022004;Usul;14.02.08.2004
5;Seberida;1402022005;Seberida;14.02.08.2005
6;Talang Lakat;1402022006;Talang Lakat;14.02.08.2006
7;Belimbing;1402022007;Belimbing;14.02.08.2007
8;Ringin;1402022008;Ringin;14.02.08.2008
9;Panyaguan;1402022009;Penyaguan;14.02.08.2010
10;Danau Rambai;1402022010;Danau Rambai;14.02.08.2011
