No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Banggae;7601010;Banggae;76.05.01
2;Banggae Timur;7601011;Banggae Timur;76.05.08
3;Pamboang;7601020;Pamboang;76.05.02
4;Sendana;7601030;Sendana;76.05.03
5;Tammerodo;7601031;Tammerodo Sendana;76.05.06
6;Tubo Sendana;7601033;Tubo Sendana;76.05.07
7;Malunda;7601040;Malunda;76.05.04
8;Ulumanda;7601041;Ulumanda;76.05.05
