No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Gelok;9418542001;Gelok;91.14.35.2003
2;Yinuwanu;9418542002;Yinuwanu;91.14.35.2005
3;Makido;9418542003;Makido;91.14.35.2004
4;Kwa;9418542004;Kwa;91.14.35.2002
5;Geka;9418542005;Geka;91.14.35.2001
6;Dimbara;9418542006;Dimbara;91.14.35.2007
7;Wanuwi;9418542007;Wanuwi;91.14.35.2006
8;Wenigi;9418542008;Wenigi;91.14.35.2008
9;Tabunakme;9418542009;Tabunakme;91.14.35.2010
10;Mamberamongen;9418542010;Membramonggen;91.14.35.2009
