No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sekarpuro;3507250001;Sekarpuro;35.07.18.2009
2;Ampeldento;3507250002;Ampeldento;35.07.18.2008
3;Sumberkradenan;3507250003;Sumberkradenan;35.07.18.2007
4;Kedungrejo;3507250004;Kedungrejo;35.07.18.2001
5;Banjarrejo;3507250005;Banjarejo;35.07.18.2002
6;Pucang Songo;3507250006;Pucangsongo;35.07.18.2003
7;Sukoanyar;3507250007;Sukoanyar;35.07.18.2004
8;Sumberpasir;3507250008;Sumberpasir;35.07.18.2005
9;Pakiskembar;3507250009;Pakiskembar;35.07.18.2006
10;Pakisjajar;3507250010;Pakisjajar;35.07.18.2015
11;Bunutwetan;3507250011;Bunutwetan;35.07.18.2014
12;Asrikaton;3507250012;Asrikaton;35.07.18.2013
13;Saptorenggo;3507250013;Saptorenggo;35.07.18.2012
14;Mangliawan;3507250014;Mangliawan;35.07.18.2010
15;Tirtomoyo;3507250015;Tirtomoyo;35.07.18.2011
