No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sangtombolang;7107010001;Sang Tombolang;71.08.01.2003
2;Sampiro;7107010002;Sampiro;71.08.01.2008
3;Sangkub I;7107010003;Sangkub I;71.08.01.2001
4;Sangkub Ii;7107010004;Sangkub Ii;71.08.01.2006
5;Sangkub Iii;7107010005;Sangkub Iii;71.08.01.2009
6;Tombolango;7107010006;Tombolango;71.08.01.2004
7;Busisingo;7107010007;Busisingo;71.08.01.2002
8;Pangkusa;7107010008;Pangkusa;71.08.01.2005
9;Sidodadi;7107010009;Sidodadi;71.08.01.2007
10;Busisingo Utara;7107010010;Busisingo Utara;71.08.01.2010
11;Sangkub Iv;7107010011;Sangkub Iii;71.08.01.2009
12;Apeng Sembeka;7107010012;Ampeng Sembeka;71.08.01.2011
13;Sangkub Timur;7107010013;Sangkub Timur;71.08.01.2013
14;Monompia;7107010014;Monompia;71.08.01.2014
15;Suka Makmur;7107010015;Suka Makmur;71.08.01.2012
16;Mokusato;7107010016;Mokusato;71.08.01.2015
