No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Buddi;3529240001;Buddi;35.29.24.2011
2;Gelaman;3529240002;Gelaman;35.29.24.2010
3;Pajanangger;3529240003;Pajanangger;35.29.24.2001
4;Sawahsumur;3529240010;Sawah Sumur;35.29.24.2008
5;Paseraman;3529240011;Paseraman;35.29.24.2009
6;Kalinganyar;3529240012;Kalinganyar;35.29.24.2021
7;Arjasa;3529240013;Arjasa;35.29.24.2020
8;Duko;3529240014;Duko;35.29.24.2018
9;Kolo Kolo;3529240015;Kolo-kolo;35.29.24.2012
10;Angkatan;3529240016;Angkatan;35.29.24.2013
11;Kalisangka;3529240017;Kalisangka;35.29.24.2014
12;Laok Jangjang;3529240018;Laok Jang-jang;35.29.24.2016
13;Bilis Bilis;3529240019;Bilis-bilis;35.29.24.2015
14;Sumbernangka;3529240020;Sumbernangka;35.29.24.2017
15;Kalikatak;3529240021;Kalikatak;35.29.24.2019
16;Angon Angon;3529240022;Angon-angon;35.29.24.2022
17;Sambakati;3529240023;Sambakati;35.29.24.2023
18;Pandeman;3529240024;Pandeman;35.29.24.2024
19;Pabian;3529240025;Pabean;35.29.24.2025
