No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pulo Sejahtra;1109100001;Pulo Sejahtera;11.07.19.2004
2;Krueng Meuriam;1109100002;Krueng Meuriam;11.07.19.2014
3;Peunalom Ii;1109100003;Peunalon Ii;11.07.19.2013
4;Peunalom I;1109100004;Peunalon I;11.07.19.2012
5;Pulo Baro;1109100005;Pulo Baro;11.07.19.2009
6;Keude Tangse;1109100006;Keudee Tangse;11.07.19.2001
7;Pulo Mesjid I;1109100007;Pulo Mesjid I;11.07.19.2002
8;Pulo Mesjid Ii;1109100008;Pulo Mesjid Ii;11.07.19.2003
9;Blang Jeurat;1109100009;Blang Jeurat;11.07.19.2008
10;Layan;1109100010;Layan;11.07.19.2010
11;Blang Dalam;1109100011;Blang Dalam;11.07.19.2011
12;Ranto Panyang;1109100012;Rantau Panyang;11.07.19.2021
13;Blang Teungoh;1109100013;Tuha Blang Beungoh;11.07.19.2015
14;Blang Bungong;1109100014;Blang Bungong;11.07.19.2017
15;Blang Dhod;1109100015;Blang Dhot;11.07.19.2016
16;Paya Guci;1109100016;Paya Guci;11.07.19.2020
17;Ulee Gunong;1109100017;Ulee Gunong;11.07.19.2018
18;Keubon Nilam;1109100018;Keubon Nilam;11.07.19.2019
19;Pulo Seunong;1109100019;Pulo Seunong;11.07.19.2006
20;Pulo Kawa;1109100020;Pulo Kawa;11.07.19.2005
21;Neubok Badeuk;1109100021;Nubok Badeuk;11.07.19.2007
22;Blang Malo;1109100022;Blang Malo;11.07.19.2022
23;Krueng Seukeuk;1109100023;Krueng Seukeuek;11.07.19.2023
24;Beungga;1109100024;Beungga;11.07.19.2024
25;Pulo Iee;1109100025;Pulo Ie;11.07.19.2026
26;Alue Calong;1109100026;Alue Calong;11.07.19.2025
27;Lhok Keutapang;1109100027;Lhok Keutapang;11.07.19.2027
28;Blang Pandak;1109100029;Blang Pandak;11.07.19.2028
