No;Nama Kabupaten / Kota;Kode Kabupaten / Kota;Nama Kabupaten / Kota;Kode Kabupaten / Kota
1;Malinau;6501;Kab. Malinau;65.02
2;Bulungan;6502;Kab. Bulungan;65.01
3;Tana Tidung;6503;Kab. Tana Tidung;65.04
4;Nunukan;6504;Kab. Nunukan;65.03
5;Tarakan;6571;Kota Tarakan;65.71
