No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Anjani;5203061001;Anjani;52.03.13.2001
2;Tebaban;5203061002;Tebaban;52.03.13.2002
3;Kerongkong;5203061003;Kerongkong;52.03.13.2003
4;Bagik Payung;5203061004;Bagik Payung;52.03.13.2004
5;Suralaga;5203061005;Suralaga;52.03.13.2005
6;Bagik Payung Selatan;5203061006;Bagik Payung Selatan;52.03.13.2006
7;Gerung Permai;5203061007;Gerung Permai;52.03.13.2009
8;Dasan Borok;5203061008;Dasan Borok;52.03.13.2008
9;Tumbuh Mulia;5203061009;Tumbuh Mulia;52.03.13.2007
10;Gapuk;5203061010;Gapuk;52.03.13.2013
11;Bintang Rinjani;5203061011;Bintang Rinjani;52.03.13.2014
12;Paok Lombok;5203061012;Paok Lombok;52.03.13.2015
13;Dames Damai;5203061013;Dames Damai;52.03.13.2010
14;Waringin;5203061014;Waringin;52.03.13.2012
15;Bagikpayung Timur;5203061015;Bagik Payung Timur;52.03.13.2011
