No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Lunyuk;5204020;Lunyuk;52.04.02
2;Orong Telu;5204021;Orong Telu;52.04.28
3;Alas;5204050;Alas;52.04.05
4;Alas Barat;5204051;Alas Barat;52.04.17
5;Buer;5204052;Buer;52.04.20
6;Utan;5204061;Utan;52.04.06
7;Rhee;5204062;Rhee;52.04.21
8;Batulanteh;5204070;Batu Lanteh;52.04.07
9;Sumbawa;5204080;Sumbawa;52.04.08
10;Labuhan Badas;5204081;Labuhan Badas;52.04.18
11;Unter Iwes;5204082;Unter Iwes;52.04.22
12;Moyohilir;5204090;Moyo Hilir;52.04.09
13;Moyo Utara;5204091;Moyo Utara;52.04.23
14;Moyohulu;5204100;Moyo Hulu;52.04.10
15;Ropang;5204110;Ropang;52.04.11
16;Lenangguar;5204111;Lenangguar;52.04.27
17;Lantung;5204112;Lantung;52.04.29
18;Lape;5204121;Lape;52.04.12
19;Lopok;5204122;Lopok;52.04.26
20;Plampang;5204130;Plampang;52.04.13
21;Labangka;5204131;Labangka;52.04.19
22;Maronge;5204132;Maronge;52.04.24
23;Empang;5204140;Empang;52.04.14
24;Tarano;5204141;Tarano;52.04.25
