No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Batu Marta X;1609041001;Batu Marta X;16.08.13.2009
2;Bina Amarta;1609041002;Bina Amarta;16.08.13.2007
3;Batu Marta Vi;1609041003;Batu Marta Vi;16.08.13.2005
4;Banding Agung;1609041004;Banding Agung;16.08.13.2001
5;Nikan;1609041005;Nikan;16.08.13.2002
6;Karya Makmur Viii;1609041006;Karya Makmur;16.08.13.2006
7;Wana Bakti;1609041007;Wana Bakti;16.08.13.2004
8;Suka Damai;1609041008;Suka Damai;16.08.13.2008
9;Surabaya;1609041009;Surabaya;16.08.13.2003
10;Marta V Jaya;1609041010;Marta V Jaya;16.08.13.2010
11;Marta Mulya;1609041011;---;---
12;Tri Marta Jaya;1609041012;---;---
13;Suka Damai Timur;1609041013;---;---
14;Sido Mulyo;1609041014;---;---
15;Banjar Agung;1609041015;---;---
