No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Wadaslintang;3307010;Wadaslintang;33.07.01
2;Kepil;3307020;Kepil;33.07.02
3;Sapuran;3307030;Sapuran;33.07.03
4;Kalibawang;3307031;Kalibawang;33.07.15
5;Kaliwiro;3307040;Kaliwiro;33.07.04
6;Leksono;3307050;Leksono;33.07.05
7;Sukoharjo;3307051;Sukoharjo;33.07.14
8;Selomerto;3307060;Selomerto;33.07.06
9;Kalikajar;3307070;Kalikajar;33.07.07
10;Kertek;3307080;Kertek;33.07.08
11;Wonosobo;3307090;Wonosobo;33.07.09
12;Watumalang;3307100;Watumalang;33.07.10
13;Mojotengah;3307110;Mojotengah;33.07.11
14;Garung;3307120;Garung;33.07.12
15;Kejajar;3307130;Kejajar;33.07.13
