No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Gunung Wetan;3302030001;Gunung Wetan;33.02.03.2001
2;Pekuncen;3302030002;Pekuncen;33.02.03.2002
3;Karanglewas;3302030003;Karanglewas;33.02.03.2003
4;Karanganyar;3302030004;Karanganyar;33.02.03.2004
5;Margasana;3302030005;Margasana;33.02.03.2005
6;Adisara;3302030006;Adisara;33.02.03.2006
7;Kedungwringin;3302030007;Kedungwringin;33.02.03.2007
8;Bantar;3302030008;Bantar;33.02.03.2008
9;Tinggarjaya;3302030009;Tinggarjaya;33.02.03.2009
10;Tunjung;3302030010;Tunjung;33.02.03.2010
11;Gentawangi;3302030011;Gentawangi;33.02.03.2011
