No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Natar;1803060;Natar;18.01.04
2;Jati Agung;1803070;Jati Agung;18.01.13
3;Tanjung Bintang;1803080;Tanjung Bintang;18.01.05
4;Tanjung Sari;1803081;Tanjung Sari;18.01.22
5;Katibung;1803090;Katibung;18.01.08
6;Merbau Mataram;1803091;Merbau Mataram;18.01.18
7;Way Sulan;1803092;Way Sulan;18.01.23
8;Sidomulyo;1803100;Sidomulyo;18.01.07
9;Candipuro;1803101;Candipuro;18.01.17
10;Way Panji;1803102;Way Panji;18.01.24
11;Kalianda;1803110;Kalianda;18.01.06
12;Rajabasa;1803111;Raja Basa;18.01.16
13;Palas;1803120;Palas;18.01.10
14;Sragi;1803121;Sragi;18.01.15
15;Penengahan;1803130;Penengahan;18.01.09
16;Ketapang;1803131;Ketapang;18.01.14
17;Bakauheni;1803132;Bakauheni;18.01.21
