No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Wamena;9402110;Wamena;91.02.01
2;Wamena;9402110;Wesaput;91.02.68
3;Asolokobal;9402111;Asolokobal;91.02.29
4;Walelagama;9402112;Walelagama;91.02.25
5;Trikora;9402113;Trikora;91.02.40
6;Napua;9402114;Napua;91.02.41
7;Walaik;9402115;Walaik;91.02.42
8;Wouma;9402116;Wouma;91.02.43
9;Walesi;9402117;Welesi;91.02.63
10;Asotipo;9402118;Asotipo;91.02.64
11;Maima;9402119;Maima;91.02.65
12;Hubikosi;9402120;Hubikosi;91.02.12
13;Pelebaga;9402121;Pelebaga;91.02.34
14;Ibele;9402122;Ibele;91.02.45
15;Tailarek;9402123;Taelarek;91.02.46
16;Hubikiak;9402124;Hubikiak;91.02.44
17;Asologaima;9402180;Asologaima;91.02.04
18;Musatfak;9402181;Musatfak;91.02.27
19;Silo Karno Doga;9402182;Silo Karno Doga;91.02.58
20;Pyramid;9402183;Piramid;91.02.59
21;Muliama;9402184;Muliama;91.02.60
22;Wame;9402185;Wame;91.02.67
23;Kurulu;9402190;Kurulu;91.02.03
24;Usilimo;9402191;Usilimo;91.02.49
25;Wita Waya;9402192;Wita Waya;91.02.50
26;Libarek;9402193;Libarek;91.02.51
27;Wadangku;9402194;Wadangku;91.02.52
28;Pisugi;9402195;Pisugi;91.02.53
29;Bolakme;9402220;Bolakme;91.02.15
30;Wollo;9402221;Wolo;91.02.28
31;Yalengga;9402222;Yalengga;91.02.35
32;Tagime;9402223;Tagime;91.02.55
33;Molagalome;9402224;Molagalome;91.02.56
34;Tagineri;9402225;Tagineri;91.02.57
35;Bugi;9402226;Bugi;91.02.61
36;Bpiri;9402227;Bpiri;91.02.62
37;Koragi;9402228;Koragi;91.02.54
38;Wesaput;9402611;Wamena;91.02.01
39;Wesaput;9402611;Wesaput;91.02.68
40;Siepkosi;9402612;Siepkosi;91.02.48
41;Itlay Hisage;9402613;Itlay Hisage;91.02.47
42;Popugoba;9402614;Popugoba;91.02.66
