No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pulu Beruang;1602030010;Pulau Beruang;16.02.11.2002
2;Tulung Selapan Ilir;1602030011;Tulung Selapan Ilir;16.02.11.2009
3;Tulung Selapan Ulu;1602030012;Tulung Selapan Ulu;16.02.11.1016
4;Petaling;1602030013;Petaling;16.02.11.2008
5;Kayu Ara;1602030014;Kayuara;16.02.11.2007
6;Penyandingan;1602030015;Penyandingan;16.02.11.2003
7;Tanjung Batu;1602030016;Tanjung Batu;16.02.11.2004
8;Cambai;1602030017;Cambai;16.02.11.2006
9;Toman;1602030018;Toman;16.02.11.2005
10;Jerambah Rengas;1602030019;Jerambah Rengas;16.02.11.2014
11;Penanggoan Duren;1602030020;Penanggoan Duren;16.02.11.2013
12;Lebung Itam;1602030021;Lebung Itam;16.02.11.2012
13;Lebung Gajah;1602030022;Lebung Gajah;16.02.11.2011
14;Ujung Tanjung;1602030023;Ujung Tanjung;16.02.11.2010
15;Simpang Tiga;1602030024;Simpang Tiga;16.02.11.2001
16;Simpang Tiga Sakti;1602030025;Simpang Tiga Sakti;16.02.11.2018
17;Simpang Tiga Makmur;1602030026;Simpang Tiga Makmur;16.02.11.2015
18;Simpang Tiga Jaya;1602030027;Simpang Tiga Jaya;16.02.11.2017
19;Rantau Lurus;1602030028;Rantau Lurus;16.02.11.2020
20;Tulung Seluang;1602030029;Tulung Seluang;16.02.11.2019
21;Simpang Tiga Abadi;1602030030;Simpang Tiga Abadi;16.02.11.2022
22;Kuala Dua Belas;1602030031;Kuala Dua Belas;16.02.11.2021
23;Tulung Selapan Timur;1602030032;Tulung Selapan Timur;16.02.11.2023
