No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Bissappu;7303010;Bissappu;73.03.01
2;Uluere;7303011;Uluere;73.03.06
3;Sinoa;7303012;Sinoa;73.03.08
4;Bantaeng;7303020;Bantaeng;73.03.02
5;Eremerasa;7303021;Eremerasa;73.03.03
6;Tompobulu;7303030;Tompo Bulu;73.03.04
7;'Pa''jukukang';7303031;Pajukukang;73.03.05
8;Gantarangkeke;7303032;Gantarang Keke;73.03.07
