No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Moleono;7212060001;Moleono;72.12.10.2007
2;Onepute;7212060002;Onepute;72.12.10.2008
3;Mondowe;7212060003;Mondowe;72.12.10.2005
4;Tadaku Jaya;7212060004;Tadaku Jaya;72.12.10.2010
5;Sampalowo;7212060005;Sampalowo;72.12.10.2006
6;Maralee;7212060006;Maralee;72.12.10.2004
7;Togo Mulyo;7212060007;Togo Mulyo;72.12.10.2003
8;Tiu;7212060008;Tiu;72.12.10.2001
9;Ulu Laa;7212060009;Ulu Laa;72.12.10.2009
10;Tontowea;7212060010;Tontowea;72.12.10.2002
