No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tlogolele;3309010001;Tlogolele;33.09.01.2001
2;Klakah;3309010002;Klakah;33.09.01.2002
3;Jrakah;3309010003;Jrakah;33.09.01.2003
4;Lencoh;3309010004;Lencoh;33.09.01.2004
5;Suroteleng;3309010005;Suroteleng;33.09.01.2005
6;Samiran;3309010006;Samiran;33.09.01.2006
7;Selo;3309010007;Selo;33.09.01.2007
8;Tarubatang;3309010008;Tarubatang;33.09.01.2008
9;Senden;3309010009;Senden;33.09.01.2009
10;Jeruk;3309010010;Jeruk;33.09.01.2010
