No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pasir Keranji;1402040008;Pasir Keranji;14.02.04.2009
2;Air Molek I;1402040009;Air Molek Ii;14.02.04.2008
3;Candirejo;1402040010;Candi Rejo;14.02.04.2018
4;Air Molek Ii;1402040011;Air Molek Ii;14.02.04.2008
5;Lembah Dusun Gading;1402040012;Lembah Dusun Gading;14.02.04.2019
6;Petalongan;1402040013;Petalongan;14.02.04.2006
7;Kembang Harum;1402040018;Kembang Harum;14.02.04.1020
8;Batu Gajah;1402040019;Batu Gajah;14.02.04.2017
9;Jatirejo;1402040020;Jati Rejo;14.02.04.2016
10;Serumpun Jaya;1402040021;Serumpun Jaya;14.02.04.2030
11;Tanjung Gading;1402040022;Tanjung Gading;14.02.04.1031
12;Sekar Mawar;1402040023;Sekar Mawar;14.02.04.1032
13;Tanah Merah;1402040024;Tanah Merah;14.02.04.1033
