No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sungai Perlu;6208010001;Sungai Perlu;62.07.01.2006
2;Kuala Pembuang Dua;6208010002;---;---
3;Kuala Pembuang Satu;6208010005;Kuala Pembuang I;62.07.01.1001
4;Pematang Limau;6208010006;Pematang Limau;62.07.01.2005
5;Tanjung Rangas;6208010007;Tanjung Rangas;62.07.01.2007
6;Muara Dua;6208010008;Muara Dua;62.07.01.2008
7;Jahitan;6208010009;Jahitan;62.07.01.2009
8;Baung;6208010010;Baung;62.07.01.2010
9;Sungai Undang;6208010016;Sungai Undang;62.07.01.2016
10;Persil Raya;6208010017;Persil Raya;62.07.01.2015
