No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Punduh Pidada;1809010;Punduh Pidada;18.09.06
2;Marga Punduh;1809011;Marga Punduh;18.09.08
3;Padang Cermin;1809020;Padang Cermin;18.09.05
4;Teluk Pandan;1809021;Teluk Pandan;18.09.10
5;Way Ratai;1809022;Way Ratai;18.09.11
6;Kedondong;1809030;Kedondong;18.09.07
7;Way Khilau;1809031;Way Khilau;18.09.09
8;Way Lima;1809040;Way Lima;18.09.04
9;Gedung Tataan;1809050;Gedong Tataan;18.09.01
10;Negeri Katon;1809060;Negeri Katon;18.09.02
11;Tegineneng;1809070;Tegineneng;18.09.03
