No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Oenggaut;5314070001;Oenggaut;53.14.07.2003
2;Nemberala;5314070002;Nemberala;53.14.07.2002
3;Sedeoen;5314070003;Sedeoen;53.14.07.2001
4;Boa;5314070004;"Bo""a";53.14.07.2004
5;Oenitas;5314070005;Oenitas;53.14.07.2005
6;Oelolot;5314070006;Oelolok;53.14.07.2006
7;Mbueain;5314070007;Mbueain;53.14.07.2007
