No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Ranca Iyuh;3603040001;Ranca Iyuh;36.03.19.2001
2;Mekar Jaya;3603040002;Mekar Jaya;36.03.19.2006
3;Ranca Kalapa;3603040003;Ranca Kalapa;36.03.19.2004
4;Panongan;3603040004;Panongan;36.03.19.2008
5;Serdang Kulon;3603040005;Serdang Kulon;36.03.19.2005
6;Ciakar;3603040006;Ciakar;36.03.19.2007
7;Mekar Bakti;3603040007;Mekar Bakti;36.03.19.1002
8;Peusar;3603040008;Peusar;36.03.19.2003
