No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Semidang Alas Maras;1705010;Semidang Alas Maras;17.05.05
2;Semidang Alas;1705020;Semidang Alas;17.05.04
3;Talo;1705030;Talo;17.05.03
4;Ilir Talo;1705031;Ilir Talo;17.05.14
5;Talo Kecil;1705032;Talo Kecil;17.05.12
6;Ulu Talo;1705033;Ulu Talo;17.05.13
7;Seluma;1705040;Seluma;17.05.02
8;Seluma Selatan;1705041;Seluma Selatan;17.05.11
9;Seluma Barat;1705042;Seluma Barat;17.05.08
10;Seluma Timur;1705043;Seluma Timur;17.05.09
11;Seluma Utara;1705044;Seluma Utara;17.05.10
12;Sukaraja;1705050;Sukaraja;17.05.01
13;Air Periukan;1705051;Air Periukan;17.05.06
14;Lubuk Sandi;1705052;Lubuk Sandi;17.05.07
