No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;X Koto;1305010;X Koto;13.04.01
2;Batipuh;1305020;Batipuh;13.04.02
3;Batipuh Selatan;1305021;Batipuah Selatan;13.04.14
4;Pariangan;1305030;Pariangan;13.04.09
5;Rambatan;1305040;Rambatan;13.04.03
6;Lima Kaum;1305050;Lima Kaum;13.04.04
7;Tanjung Emas;1305060;Tanjung Emas;13.04.05
8;Padang Ganting;1305070;Padang Ganting;13.04.11
9;Lintau Buo;1305080;Lintau Buo;13.04.06
10;Lintau Buo Utara;1305081;Lintau Buo Utara;13.04.13
11;Sungayang;1305090;Sungayang;13.04.07
12;Sungai Tarab;1305100;Sungai Tarab;13.04.08
13;Salimpaung;1305110;Salimpauang;13.04.10
14;Tanjung Baru;1305111;Tanjuang Baru;13.04.12
