No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Seunadeu Kunyet;1109140001;Seunadeu Kunyet;11.07.14.2008
2;Blang Gunci Kunyet;1109140002;Blang Guci Kunyet;11.07.14.2009
3;Kambuek Nicah;1109140003;Kambuk Nicah Kunyet;11.07.14.2006
4;Kambuek Payapi Kunyet;1109140004;Kambuk Payapi Kunyet;11.07.14.2007
5;Baro Kunyet;1109140005;Baro Kunyet;11.07.14.2004
6;Hagu Kunyet;1109140006;Hagu Kunyet;11.07.14.2003
7;Piala Kunyet;1109140007;Piala Kunyet;11.07.14.2002
8;Mesjid Kunyet;1109140008;Mesjid Kunyet;11.07.14.2001
9;Dayah Tanoh Kunyet;1109140009;Dayah Tanoh Kunyet;11.07.14.2005
10;Cot Kunyet;1109140010;---;---
11;Blang Geuleudieng;1109140011;Blang Geuleudieng;11.07.14.2011
12;Mesjid Geuleudieng;1109140012;Mesjid Geuleudieng;11.07.14.2013
13;Perlak Peudaya;1109140013;Perlak Peudaya;11.07.14.2018
14;Dayah Baroh Kunyet;1109140014;Dayah Baroh Kunyet;11.07.14.2010
15;Buni Reuling Peudaya;1109140015;Buni Reulieng Peudaya;11.07.14.2023
16;Buloh Peudaya;1109140016;Buloh Peudaya;11.07.14.2017
17;Mesjid Peudaya;1109140017;Mesjid Peudaya;11.07.14.2015
18;Cut Peudaya;1109140018;Cut Peudaya;11.07.14.2016
19;Tunong Peudaya;1109140019;Tunong Peudaya;11.07.14.2022
20;Seukeun Peudaya;1109140020;Sukon Peudaya;11.07.14.2014
21;Tuha Peudaya;1109140021;Tuha Peudaya;11.07.14.2021
22;Geulumpang Gld;1109140022;Geulumpang Geuleudieng;11.07.14.2012
23;Kreet Paloh;1109140023;Kreb Paloh;11.07.14.2028
24;Capa Paloh;1109140024;Capa Paloh;11.07.14.2029
25;Jurong Anoe;1109140025;Jurong Anoe Paloh;11.07.14.2030
26;Teugoh Peudaya;1109140026;Teungoh Peudaya;11.07.14.2020
27;Dayah Peudaya;1109140027;Meunasah Peukan;11.07.09.2012
28;Cut Paloh;1109140028;Cut Paloh;11.07.14.2026
29;Pante Cermen;1109140029;Pante Cermen Paloh;11.07.14.2034
30;Meuke Gogo;1109140030;Mukee Gogo;11.07.14.2049
31;Raya Gogo;1109140031;Raya Gogo;11.07.14.2050
32;Buloh Gogo;1109140032;Buloh Gogo;11.07.14.2053
33;Kumbang Gogo;1109140033;Kumbang Gogo;11.07.14.2045
34;Tuha Gogo;1109140034;Tuha Gogo;11.07.14.2047
35;Glee Gogo;1109140035;Gle Gogo;11.07.14.2048
36;Paloh Jeurat Beurabo;1109140036;Paloh Jeurat Beurabo;11.07.14.2042
37;Adang Beurabo;1109140037;Adang Beurabo;11.07.14.2041
38;Seuleungging Beurabo;1109140038;Seuleunggieng Beurabo;11.07.14.2043
39;Meuke Beurabo;1109140039;Mukee Beurabo;11.07.14.2037
40;Mesjid Beurabo;1109140040;Mesjid Beurabo;11.07.14.2038
41;Mesjid Gogo;1109140041;Mesjid Gogo;11.07.14.2046
42;Aron Bunot Gogo;1109140042;Aron Bunot Gogo;11.07.14.2052
43;Teungoh Drien Gogo;1109140043;Teungoh Drien Gogo;11.07.14.2044
44;Pasar Paloh;1109140044;Pasar Paloh;11.07.14.2035
45;Siron Paloh;1109140045;Siron Paloh;11.07.14.2032
46;Balee Paloh;1109140046;Balee Paloh;11.07.14.2031
47;Suyo Paloh;1109140047;Suyo Paloh;11.07.14.2027
48;Gampong Cot Paloh;1109140048;Jurong Gampong Cut Paloh;11.07.14.2033
49;Pulo Hagu Tanjung;1109140049;Pulo Hagu Tanjong;11.07.14.2064
50;Trieng Paloh;1109140050;Trieng Paloh;11.07.14.2024
51;Leuhob Paloh;1109140051;Leuhob Paloh;11.07.14.2025
52;Pante Crung Tanjong;1109140052;Pante Crung Tanjong;11.07.14.2058
53;Grong Grong Gogo;1109140053;Grong-grong Gogo;11.07.14.2051
54;Seukeum Brok Beurabo;1109140054;---;---
55;Baro Beurabo;1109140055;Baro Beurabo;11.07.14.2040
56;Meuriya Tanjong;1109140056;Meuriya Tanjong;11.07.14.2063
57;Khang Tanjong;1109140057;Khang Tanjong;11.07.14.2062
58;Leun Tanjong;1109140058;Leun Tanjong;11.07.14.2057
59;Cot Ketapang Tanjong;1109140059;Cot Keutapang Tanjong;11.07.14.2059
60;Siron Tanjong;1109140060;Siron Tanjong;11.07.14.2060
61;Mesjid Tanjong;1109140061;Mesjid Tanjong;11.07.14.2061
62;Keupula Tanjong;1109140062;Kupula Tanjong;11.07.14.2055
63;Jok Tanjong;1109140063;Jok Tanjong;11.07.14.2056
64;Tunong Tanjong;1109140064;Tonoeng Tanjong;11.07.14.2054
