No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Cilangkap;3302150001;Cilangkap;33.02.15.2007
2;Cihonje;3302150002;Cihonje;33.02.15.2003
3;Paningkaban;3302150003;Paningkaban;33.02.15.2002
4;Karangkemojing;3302150004;Karangkemojing;33.02.15.2001
5;Gancang;3302150005;Gancang;33.02.15.2004
6;Kedungurang;3302150006;Kedungurang;33.02.15.2005
7;Gumelar;3302150007;Gumelar;33.02.15.2006
8;Tlaga;3302150008;Tlaga;33.02.15.2008
9;Samudra;3302150009;Samudra;33.02.15.2009
10;Samudra Kulon;3302150010;Samudra Kulon;33.02.15.2010
