No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Biccoing;7311050001;Biccoing;73.08.05.2003
2;Bacu;7311050002;Bacu;73.08.05.2007
3;Muara;7311050003;Muara;73.08.05.2008
4;Ujunge;7311050004;Ujunge;73.08.05.2004
5;Gareccing;7311050005;Gareccing;73.08.05.2002
6;Bonepute;7311050006;Bone Pute;73.08.05.2009
7;Bulu-bulu;7311050007;Bulu Bulu;73.08.05.2001
8;Padatuo;7311050008;Padatuo;73.08.05.2010
9;Libureng;7311050009;Libureng;73.08.05.2005
10;Samaenre;7311050010;Samaenre;73.08.05.2011
11;Rappa;7311050011;Rappa;73.08.05.2006
