No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pandat;3601150001;Pandat;36.01.17.2001
2;Cikoneng;3601150002;Cikoneng;36.01.17.2002
3;Giripawana;3601150003;Giripawana;36.01.17.2012
4;Nembol;3601150004;Nembol;36.01.17.2003
5;Gunungsari;3601150005;Gunungsari;36.01.17.2010
6;Kurungkambing;3601150006;Kurungkambing;36.01.17.2004
7;Mandalasari;3601150007;Mandalasari;36.01.17.2013
8;Mandalawangi;3601150008;Mandalawangi;36.01.17.2005
9;Pari;3601150009;Pari;36.01.17.2015
10;Sinarjaya;3601150010;Sinarjaya;36.01.17.2006
11;Sirnagalih;3601150011;Sirnagalih;36.01.17.2007
12;Curuglemo;3601150012;Curuglemo;36.01.17.2014
13;Panjangjaya;3601150013;Panjangjaya;36.01.17.2011
14;Cikumbueun;3601150014;Cikumbuen;36.01.17.2008
15;Ramea;3601150015;Ramea;36.01.17.2009
