No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sungai Dungun;6112020001;Sungai Dungun;61.12.04.2009
2;Terentang Hulu;6112020002;Terentang Hulu;61.12.04.2004
3;Teluk Bayur;6112020003;Teluk Bayur;61.12.04.2010
4;Teluk Empening;6112020004;Teluk Empening;61.12.04.2002
5;Terentang Hilir;6112020005;Terentang Hilir;61.12.04.2003
6;Sungai Radak I;6112020006;---;---
7;Sungai Radak Ii;6112020007;Sungai Radak Dua;61.12.04.2008
8;Permata;6112020008;Permata;61.12.04.2005
9;Betuah;6112020009;Betuah;61.12.04.2006
10;Radak Baru;6112020010;Radak Baru;61.12.04.2011
